"","V1","V2","V3","V4","V5"
"176",176,0.012833337202513,0.0105000019927199,0.00466666308542093,0.00466667286430796
"177",177,0.0104999968316406,0.012833332856341,0.0046666704195862,0.0139999946889778
"178",178,0.00699999245504538,0.00933333092446749,0.00816667126491666,0.0128333310907086
"179",179,0.0105000057956204,0.0151666684735877,0.0104999995479981,0.0116666642328103
"180",180,0.00233333371579647,0.0174999993372088,0.00816666583220164,0.0174999985223015
"181",181,0.011666661380635,0.0139999963187923,0.0151666669795911,0.015166665893048
"182",182,-0.00349999405443668,0.010500005116531,0.0163333316644033,0.0151666669795911
"183",183,0.00349999459770819,0.0186666678249215,0.0140000055544078,0.0221666667688017
"184",184,0.00466666620923206,0.0105000004987232,0.0244999983115122,0.018666666195107
"185",185,0.001166672562249,0.00933332807229211,0.0244999991264194,0.019833337670813
"186",186,0.0104999984614551,0.00933333296173563,0.0175000013744769,0.0186666660592891
"187",187,0.010499996424187,0.00700000046830003,0.026833330533312,0.0139999995784213
"188",188,0.00583333442530905,0.00233333453070372,0.0221666689418877,0.0198333353619091
"189",189,0.0140000003933286,0.00116667106825237,0.0221666717940631,0.0198333325097337
"190",190,0.0128333367950593,-0.00116666712953399,0.0174999944477652,0.0163333334300357
"191",191,0.0104999946585546,-0.00116666794444124,0.0163333381836613,0.018666668368193
"192",192,0.0139999987635141,-0.00233333262925347,0.00933332983792449,0.016333331936039
"193",193,0.010500002943445,-0.00350000274678071,0.00583333673421293,0.0116666640969925
"194",194,0.00933332834392786,-0.00233333154271046,0.00233333222179984,0.0175000063997383
"195",195,0.0128333367950593,-0.00583333428949118,0.00583333428949118,0.0209999944781885
"196",196,0.01166666681335,-0.00466666743159294,0.00116666210427259,0.011666670072979
"197",197,0.0081666699067379,-0.00466666851813595,2.17308600743634e-09,0.0198333341395482
"198",198,0.0116666674924394,-0.00116666468481223,-4.88944351673126e-09,0.0128333316339801
"199",199,0.00349999527679756,-0.00816666691874464,0.00116667473533501,0.0186666697263718
"200",200,0.00583333782075594,1.90145025650649e-09,-0.00116667066079875,0.0163333313927675
"201",201,0.00583333279549455,-0.00700000332047542,-0.00116666712953399,0.0151666675228626
"202",202,0.00816666719038039,-0.00116666251172622,-0.00116666794444124,0.0139999968620638
"203",203,0.00816666691874464,-0.00350000383332372,0.00116666875934849,0.0163333345165787
"204",204,0.00466666308542093,-0.0035000000304232,-5.56853289405535e-09,0.0151666677944983
"205",205,0.00933333445573226,-1.22236087918282e-09,0.00816666732619827,0.0175000008312054
"206",206,0.0105000043016238,-0.00466666417196393,0.00116666875934849,0.0116666664058963
"207",207,0.00466666362869243,0.00233333344416072,0.00583333035077279,0.0151666634483263
"208",208,0.00350000057369471,-0.00116666672208036,0.00816666746201614,0.00816666746201614
"209",209,0.0069999962579459,-0.00233333480233947,0.00350000152441983,0.011666665726807
"210",210,0.00466667069122195,-0.00116666916680212,0.00933333173937475,0.00583333605512356
"211",211,0.00466666960467895,-0.00349999975878745,0.009333332554282,0.00583333374621968
"212",212,0.00466666308542093,-0.00116667120407025,0.0128333324488873,0.00233333032034958
"213",213,0.00233333208598197,-0.00116666414154073,0.0023333346665216,0.0046666693330432
"214",214,0.00350000274678071,-0.00583332681950803,0.00933333431991438,0.0023333357530646
"215",215,0.00233333208598197,2.17308600743597e-09,0.00700000209811454,0.00233333425906797
"216",216,-3.12381113568885e-09,-0.0046666704195862,0.00233333317252497,0.00466666634504994
"217",217,0.00116666903098424,-0.00233333249343559,0.00466666715995719,-0.00233333371579647
"218",218,0.00350000043787683,-0.00699999870266765,-0.00233333480233947,0.00700000087575366
"219",219,1.90145025650638e-09,1.35817875465397e-10,0.00233333480233947,0.0034999984006087
"220",220,-0.00116666645044461,-0.00233333507397523,-0.00116666522808373,0.00233333099943896
"221",221,0.00116666441317648,0,-0.00466667069122195,5.43271501859217e-10
"222",222,0.00116666604299098,-0.00350000274678071,0.00350000220350921,0.0035000000304232
"223",223,-0.00233333222179984,0,-0.00349999622752269,0.0034999994871517
"224",224,0.00233333385161435,-0.00116666685789824,-0.00233333507397523,2.7163575092895e-10
"225",225,-0.00233333453070372,2.44472175836563e-09,3.25962901115417e-09,0.00233333330834284
"226",226,0.00233333588888248,-0.00350000709295273,0.00466666240633155,0.00233333154271046
"227",227,-0.00116666957425574,-0.00233333371579647,0.00933333418409651,0.00116666862353062
"228",228,-0.00116666359826922,-0.00349999405443668,0.00933333404827863,0.00350000152441983
"229",229,0.00116666522808373,-0.0034999984006087,0.0105000000912696,0.00116666903098424
"230",230,-0.00116666685789824,-0.00233333371579647,0.00699999978921066,0.00349999812897295
"231",231,0.0046666693330432,-0.00583333211640517,0.00699999517140289,0.00116666672208036
"232",232,-4.34617201487374e-09,-0.00583333646257718,0.00933333404827863,0.00116666658626248
"233",233,0.00350000261096284,-0.00816666365911563,0.0081666693634664,-2.03726813197136e-09
"234",234,-0.0034999984006087,-0.00816667180818816,0.00116666414154073,0.00466666512268906
"235",235,0.00233333371579647,-0.00700000006084641,0.00583333646257718,0.00233333819778636
"236",236,-0.00603448374774949,-0.00603448037571948,0.00116666414154073,0.00466666227051367
"237",237,-0.00362068603361218,-0.00965517287238919,0.00116666685789824,0.00350000532732035
"238",238,-0.00844827162679927,-0.00603448093772448,-0.00241379153208229,0.00466666498687118
"239",239,-0.0048275892462196,-0.00844827654434304,-0.00120689955957491,0.00116666509226585
"240",240,-0.0108620707459491,-0.00603448332624574,0.00120690110508866,0.00466666471523543
"241",241,-0.00807692502768567,-0.00500000023748726,-0.00388889224268496,0.00362069263717095
